Time,Input_Power,Ambient_Temp,Temperature
0,0.2100765083684314,25,25.64768216929667
1,0.2100765083684314,25,25.34671907161297
2,0.2100765083684314,25,23.786340982188765
3,0.2100765083684314,25,25.307799262192393
4,0.2100765083684314,25,25.370454579707182
5,0.2100765083684314,25,25.540731867792555
6,0.2100765083684314,25,25.19449728470216
7,0.2100765083684314,25,24.730141956819484
8,0.2100765083684314,25,25.3885039569827
9,0.2100765083684314,25,24.939561737815538
10,0.2100765083684314,25,26.28966088346926
11,0.2100765083684314,25,26.44150332846032
12,0.2100765083684314,25,25.192336227155323
13,0.2100765083684314,25,25.601706331677608
14,0.2100765083684314,25,25.72167125915579
15,0.2100765083684314,25,25.31604248928663
16,0.2100765083684314,25,26.354280213431842
17,0.2100765083684314,25,26.060647947335653
18,0.2100765083684314,25,25.758822090744662
19,0.2100765083684314,25,26.103133505406657
20,0.2100765083684314,25,26.63495629143141
21,0.2100765083684314,25,25.60759690546395
22,0.2100765083684314,25,26.237650375938163
23,0.2100765083684314,25,27.917990466584836
24,0.2100765083684314,25,26.55396506216236
25,0.2100765083684314,25,26.527709257969025
26,0.2100765083684314,25,26.633246492741588
27,0.2100765083684314,25,25.903341088224124
28,0.2100765083684314,25,26.593575109181458
29,0.2100765083684314,25,26.967024132824122
30,0.2100765083684314,25,26.125794514353256
31,0.2100765083684314,25,26.370482073229745
32,0.2100765083684314,25,26.848049786356334
33,0.2100765083684314,25,27.581919278872114
34,0.2100765083684314,25,26.4743466822109
35,0.2100765083684314,25,27.250336087405998
36,0.2100765083684314,25,28.09043131039564
37,0.2100765083684314,25,26.799418132928444
38,0.2100765083684314,25,27.21023909619374
39,0.2100765083684314,25,26.790576223911682
40,0.2100765083684314,25,27.910568640535416
41,0.2100765083684314,25,27.838303539007512
42,0.2100765083684314,25,27.06931357331987
43,0.2100765083684314,25,27.588154912256517
44,0.2100765083684314,25,27.549491690441318
45,0.2100765083684314,25,28.014244036423634
46,0.2100765083684314,25,27.76148720384248
47,0.2100765083684314,25,27.289299707427695
48,0.2100765083684314,25,26.88253673482662
49,0.2100765083684314,25,27.306956745637546
50,0.2100765083684314,25,28.062310986612037
51,0.2100765083684314,25,27.83533143739693
52,0.2100765083684314,25,27.885090235489667
53,0.2100765083684314,25,27.605599078920093
54,0.2100765083684314,25,27.065327786266337
55,0.2100765083684314,25,27.923835500951252
56,0.2100765083684314,25,27.779712531255104
57,0.2100765083684314,25,28.282504594764376
58,0.2100765083684314,25,27.49077106025873
59,0.2100765083684314,25,27.94201231082434
60,0.2100765083684314,25,27.95895908724393
61,0.2100765083684314,25,27.85965487074784
62,0.2100765083684314,25,27.956141937273504
63,0.2100765083684314,25,28.554632777969836
64,0.2100765083684314,25,28.854584083282617
65,0.2100765083684314,25,28.471195787108424
66,0.2100765083684314,25,28.803736275440016
67,0.2100765083684314,25,28.367670942663114
68,0.2100765083684314,25,29.60698709676382
69,0.2100765083684314,25,28.349412363891588
70,0.2100765083684314,25,28.386633593254725
71,0.2100765083684314,25,29.155188150550504
72,0.2100765083684314,25,28.751592569955093
73,0.2100765083684314,25,28.559765256811186
74,0.2100765083684314,25,29.670021604324667
75,0.2100765083684314,25,28.661919881595516
76,0.2100765083684314,25,29.880399390692933
77,0.2100765083684314,25,29.04513385053925
78,0.2100765083684314,25,29.070260028124387
79,0.2100765083684314,25,29.027138694403423
80,0.2100765083684314,25,28.946513197948292
81,0.2100765083684314,25,29.7498677518066
82,0.2100765083684314,25,29.32483428682562
83,0.2100765083684314,25,28.943997786546586
84,0.2100765083684314,25,29.10038379245766
85,0.2100765083684314,25,30.286273156257987
86,0.2100765083684314,25,29.43620544207112
87,0.2100765083684314,25,29.5391442142094
88,0.2100765083684314,25,30.23364523666988
89,0.2100765083684314,25,28.942326476290354
90,0.2100765083684314,25,29.88281453770806
91,0.2100765083684314,25,30.22342509590283
92,0.2100765083684314,25,29.901407600538267
93,0.2100765083684314,25,29.797163879295262
94,0.2100765083684314,25,29.641319914649753
95,0.2100765083684314,25,30.29075454623463
96,0.2100765083684314,25,30.01030255692903
97,0.2100765083684314,25,28.71290111597489
98,0.2100765083684314,25,29.295171714698977
99,0.2100765083684314,25,29.17195777163299
100,0.2100765083684314,25,29.59797535715506
101,0.2100765083684314,25,29.81120199148372
102,0.2100765083684314,25,29.39314519423316
103,0.2100765083684314,25,30.240055695433632
104,0.2100765083684314,25,30.513578611834493
105,0.2100765083684314,25,29.808927605948963
106,0.2100765083684314,25,30.133932606475145
107,0.2100765083684314,25,29.56420307921867
108,0.2100765083684314,25,29.819107800348856
109,0.2100765083684314,25,30.402482560633818
110,0.2100765083684314,25,31.56057176994467
111,0.2100765083684314,25,28.551244116870926
112,0.2100765083684314,25,29.930580534277514
113,0.2100765083684314,25,30.36190158035313
114,0.2100765083684314,25,30.72477662060428
115,0.2100765083684314,25,30.686201187405562
116,0.2100765083684314,25,30.068121961357313
117,0.2100765083684314,25,30.122871172023803
118,0.2100765083684314,25,30.476240925401697
119,0.2100765083684314,25,30.357203808253004
120,0.2100765083684314,25,30.9975600592634
121,0.2100765083684314,25,30.216164960059057
122,0.2100765083684314,25,30.462117106602996
123,0.2100765083684314,25,29.950368828573563
124,0.2100765083684314,25,31.083063308218165
125,0.2100765083684314,25,31.333156063344884
126,0.2100765083684314,25,30.27221868803784
127,0.2100765083684314,25,30.672590399704866
128,0.2100765083684314,25,30.837110914681013
129,0.2100765083684314,25,30.572332795401095
130,0.2100765083684314,25,31.368079753373998
131,0.2100765083684314,25,30.984085399714775
132,0.2100765083684314,25,31.44952402621375
133,0.2100765083684314,25,31.662929985159312
134,0.2100765083684314,25,30.896610367409604
135,0.2100765083684314,25,29.69283785817937
136,0.2100765083684314,25,31.10987002536115
137,0.2100765083684314,25,30.651053173270373
138,0.2100765083684314,25,31.338257667995407
139,0.2100765083684314,25,31.85349161852338
140,0.2100765083684314,25,31.83795472981919
141,0.2100765083684314,25,30.96579647109102
142,0.2100765083684314,25,30.77759681465503
143,0.2100765083684314,25,30.996320429346422
144,0.2100765083684314,25,32.51457522701952
145,0.2100765083684314,25,31.714244022914524
