Time,Error,Delta_Error,PID_Output_Power,Measured_Temperature,True_Temperature,Setpoint,Ambient_Temp
70,-4.782302540380165,-0.9677951053765241,0.0,29.782302540380165,29.39611054493535,25,25
71,-4.204085464073103,0.5782170763070624,0.0,29.204085464073103,29.374184852121218,25,25
72,-4.417520517204331,-0.2134350531312279,0.0,29.41752051720433,29.35236851415621,25,25
73,-4.106850028042842,0.3106704891614882,0.0,29.106850028042842,29.330660985630743,25,25
74,-4.529538407727401,-0.4226883796845584,0.0,29.5295384077274,29.30906172385547,25,25
75,-4.294425130407529,0.23511327731987208,0.0,29.29442513040753,29.287570188847724,25,25
76,-4.065354559709924,0.22907057069760484,0.0,29.065354559709924,29.26618584331801,25,25
77,-4.004741797674562,0.06061276203536181,0.0,29.004741797674562,29.244908152656574,25,25
78,-3.844047582298355,0.16069421537620698,0.0,28.844047582298355,29.223736584920047,25,25
79,-3.9122255170475384,-0.06817793474918332,0.0,28.91222551704754,29.202670610818128,25,25
80,-4.523471045333888,-0.61124552828635,0.0,29.52347104533389,29.18170970370037,25,25
81,-3.678238153670378,0.8452328916635103,1.0,28.678238153670378,29.160853339543003,25,25
82,-5.36866121217993,-1.6904230585095519,0.0,30.36866121217993,29.439352245374895,25,25
83,-3.5427559981751564,1.8259052140047736,1.0,28.542755998175156,29.417210883680077,25,25
84,-4.159099740264502,-0.6163437420893452,0.0,29.1590997402645,29.694431200926473,25,25
85,-4.375421620258049,-0.21632187999354713,0.0,29.37542162025805,29.67101762763333,25,25
86,-4.628528490436853,-0.2531068701788044,0.0,29.628528490436853,29.64772083002416,25,25
87,-5.420712577147484,-0.7921840867106305,0.0,30.420712577147484,29.624540225677812,25,25
88,-3.4744396835420126,1.946272893605471,1.0,28.474439683542013,29.601475235077967,25,25
89,-5.423710703978465,-1.949271020436452,0.0,30.423710703978465,29.877776530037718,25,25
90,-5.080358446250859,0.3433522577276058,0.0,30.08035844625086,29.85344851810071,25,25
91,-4.303118460516412,0.7772399857344467,0.0,29.303118460516412,29.829241842629436,25,25
92,-4.972535759938168,-0.669417299421756,0.0,29.972535759938168,29.80515589845575,25,25
93,-4.969644741197804,0.0028910187403639043,0.0,29.969644741197804,29.781190083429795,25,25
94,-4.252103260110189,0.7175414810876148,0.0,29.25210326011019,29.757343798404946,25,25
95,-5.236921165255978,-0.984817905145789,0.0,30.23692116525598,29.73361644722284,25,25
96,-4.918181296221448,0.31873986903453044,0.0,29.918181296221448,29.710007436698454,25,25
97,-4.7404316242876945,0.17774967193375346,0.0,29.740431624287694,29.6865161766053,25,25
98,-5.974497962138912,-1.2340663378512176,0.0,30.974497962138912,29.66314207966065,25,25
99,-4.743663057166021,1.230834904972891,1.0,29.74366305716602,29.63988456151086,25,25
100,-4.916151640734906,-0.1724885835688852,0.0,29.916151640734906,29.915994289155837,25,25
101,-4.5168785954512,0.39927304528370655,0.0,29.5168785954512,29.89147566535002,25,25
102,-5.617856653090989,-1.1009780576397894,0.0,30.61785665309099,29.867079328690597,25,25
103,-5.065043037094927,0.5528136159960617,0.0,30.065043037094927,29.842804669267885,25,25
104,-5.457755587788082,-0.3927125506931546,0.0,30.457755587788082,29.81865108021414,25,25
105,-4.551299293021589,0.9064562947664925,0.0,29.55129929302159,29.794617957688367,25,25
106,-4.307043802296313,0.2442554907252763,0.0,29.307043802296313,29.77070470086126,25,25
107,-5.450274490649317,-1.143230688353004,0.0,30.450274490649317,29.746910711900146,25,25
108,-4.679109598217469,0.7711648924318482,0.0,29.67910959821747,29.723235395954063,25,25
109,-3.95777079736035,0.7213388008571187,0.0,28.95777079736035,29.69967816113888,25,25
110,-4.1861464469144565,-0.22837564955410627,0.0,29.186146446914456,29.6762384185225,25,25
111,-4.078234451510539,0.10791199540391716,0.0,29.07823445151054,29.652915582110143,25,25
112,-5.096164718946692,-1.017930267436153,0.0,30.096164718946692,29.629709068829676,25,25
113,-4.074997742680306,1.021166976266386,1.0,29.074997742680306,29.60661829851706,25,25
114,-4.996142470467362,-0.9211447277870555,0.0,29.996142470467362,29.882893942340896,25,25
115,-4.62580788335373,0.3703345871136321,0.0,29.62580788335373,29.858540407203545,25,25
116,-4.218271623994045,0.4075362593596843,0.0,29.218271623994045,29.834308335829423,25,25
117,-5.428588455527866,-1.2103168315338202,0.0,30.428588455527866,29.810197122415484,25,25
118,-4.873296643672102,0.5552918118557635,0.0,29.873296643672102,29.78620616418014,25,25
119,-4.044467752755747,0.8288288909163555,0.0,29.044467752755747,29.76233486134818,25,25
120,-4.3739492810570795,-0.3294815283013328,0.0,29.37394928105708,29.73858261713579,25,25
121,-4.950167158692874,-0.5762178776357949,0.0,29.950167158692874,29.714948837735633,25,25
122,-4.110522899410345,0.8396442592825295,0.0,29.110522899410345,29.69143293230199,25,25
123,-5.211454496381016,-1.1009315969706712,0.0,30.211454496381016,29.668034312935998,25,25
124,-3.7898930349129927,1.4215614614680234,1.0,28.789893034912993,29.644752394670956,25,25
125,-4.37182385237983,-0.5819308174668372,0.0,29.37182385237983,29.92083784389676,25,25
126,-5.643030778544201,-1.2712069261643713,0.0,30.6430307785442,29.89629506276089,25,25
127,-4.1103721417598145,1.5326586367843866,1.0,29.110372141759814,29.8718746892566,25,25
128,-4.366868287189675,-0.25649614542986043,0.0,29.366868287189675,30.14682736131235,25,25
129,-5.2213609062497,-0.854492619060025,0.0,30.2213609062497,30.121157452756133,25,25
130,-5.031309955350416,0.19005095089928403,0.0,30.031309955350416,30.095615573402963,25,25
131,-5.482601169745543,-0.45129121439512687,0.0,30.482601169745543,30.07020108470452,25,25
132,-4.635668457907233,0.8469327118383099,0.0,29.635668457907233,30.044913351297275,25,25
133,-6.926877948792203,-2.2912094908849703,0.0,31.926877948792203,30.019751740986564,25,25
134,-4.4112190200495895,2.5156589287426137,1.0,29.41121902004959,29.994715624730826,25,25
135,-5.862647788782567,-1.4514287687329777,0.0,30.862647788782567,30.269055625064908,25,25
136,-5.212314292572252,0.6503334962103153,0.0,30.212314292572252,30.24277610049998,25,25
137,-6.127030865114108,-0.914716572541856,0.0,31.127030865114108,30.21662764561063,25,25
138,-5.055790871975994,1.0712399931381142,0.0,30.055790871975994,30.19060960668412,25,25
139,-6.084282177912588,-1.028491305936594,0.0,31.084282177912588,30.16472133326812,25,25
140,-4.5780175052788366,1.5062646726337512,1.0,29.578017505278837,30.138962178154447,25,25
141,-6.147349866806987,-1.5693323615281507,0.0,31.147349866806987,30.412582745801945,25,25
142,-5.182043995753382,0.9653058710536051,0.0,30.182043995753382,30.38558737673593,25,25
143,-6.074285042599975,-0.8922410468465927,0.0,31.074285042599975,30.358726647634835,25,25
144,-5.931730970223828,0.14255407237614648,0.0,30.93173097022383,30.331999886979027,25,25
145,-5.4356257134461,0.496105256777728,0.0,30.4356257134461,30.305406426598104,25,25
146,-5.516071190247999,-0.08044547680189851,0.0,30.516071190248,30.27894560165417,25,25
147,-5.388234449542356,0.12783674070564288,0.0,30.388234449542356,30.252616750625222,25,25
148,-5.059939637359069,0.3282948121832874,0.0,30.05993963735907,30.226419215288615,25,25
149,-4.94168312709111,0.11825651026795825,0.0,29.94168312709111,30.2003523407046,25,25
150,-5.241254873941649,-0.299571746850539,0.0,30.24125487394165,30.174415475199954,25,25
151,-4.730214099948746,0.511040773992903,0.0,29.730214099948746,30.148607970351687,25,25
152,-5.050995163899298,-0.3207810639505517,0.0,30.050995163899298,30.122929180970836,25,25
