Time,Error,Delta_Error,PID_Output_Power,Measured_Temperature,True_Temperature,Setpoint,Ambient_Temp
609,-0.04696675786587434,1.2237739084600108,0.0,25.046966757865874,25.812818432498347,25,25
610,-0.5800061437598636,-0.5330393858939892,0.0,25.580006143759864,25.80876448365369,25,25
611,-0.7516361502592979,-0.17163000649943427,0.0,25.751636150259298,25.80473075396325,25,25
612,-1.3349827499226166,-0.5833465996633187,0.0,26.334982749922617,25.80071714258357,25,25
613,-1.314096907327425,0.02088584259519166,0.0,26.314096907327425,25.796723549174157,25,25
614,-1.0186677782031772,0.2954291291242477,0.0,26.018667778203177,25.79274987389497,25,25
615,-0.7291592903843274,0.28950848781884986,0.0,25.729159290384327,25.788796017403918,25,25
616,0.010114864293722547,0.7392741546780499,0.0,24.989885135706277,25.78486188085439,25,25
617,-1.070721003192073,-1.0808358674857956,0.0,26.070721003192073,25.780947365892757,25,25
618,-0.4821995706137763,0.5885214325782968,0.0,25.482199570613776,25.777052374655945,25,25
619,-0.7233247619517407,-0.2411251913379644,0.0,25.72332476195174,25.773176809768973,25,25
620,-0.5358738372773537,0.18745092467438695,0.0,25.535873837277354,25.769320574342515,25,25
621,-0.675813693651456,-0.13993985637410233,0.0,25.675813693651456,25.765483571970485,25,25
622,-0.09772492332453098,0.5780887703269251,0.0,25.09772492332453,25.761665706727623,25,25
623,-0.1889128138268319,-0.09118789050230092,0.0,25.188912813826832,25.7578668831671,25,25
624,-0.8071897856058747,-0.6182769717790428,0.0,25.807189785605875,25.754087006318127,25,25
625,-0.024342866671990038,0.7828469189338847,0.0,25.02434286667199,25.750325981683584,25,25
626,-0.33025212443927643,-0.3059092577672864,0.0,25.330252124439276,25.746583715237666,25,25
627,-0.04224513471534763,0.2880069897239288,0.0,25.042245134715348,25.742860113423514,25,25
628,-0.23162734586898281,-0.18938221115363518,0.0,25.231627345868983,25.73915508315089,25,25
629,0.1137904244310235,0.3454177703000063,0.0,24.886209575568977,25.735468531793842,25,25
630,-0.4996959065607669,-0.6134863309917904,0.0,25.499695906560767,25.73180036718839,25,25
631,-0.9785481994711063,-0.47885229291033937,0.0,25.978548199471106,25.728150497630235,25,25
632,-0.3144776947865573,0.664070504684549,0.0,25.314477694786557,25.724518831872444,25,25
633,-1.0608271197712824,-0.7463494249847251,0.0,26.060827119771282,25.720905279123187,25,25
634,-0.25061296645710485,0.8102141533141776,0.0,25.250612966457105,25.717309749043455,25,25
635,-1.2112198155223055,-0.9606068490652007,0.0,26.211219815522306,25.713732151744807,25,25
636,-1.2799134339215712,-0.06869361839926569,0.0,26.27991343392157,25.710172397787126,25,25
637,-0.3730107856412772,0.906902648280294,0.0,25.373010785641277,25.70663039817638,25,25
638,-0.7866289737802248,-0.4136181881389476,0.0,25.786628973780225,25.70310606436239,25,25
639,-0.35219952914565056,0.4344294446345742,0.0,25.35219952914565,25.699599308236632,25,25
640,-0.2920564030810624,0.06014312606458816,0.0,25.292056403081062,25.696110042130016,25,25
641,-1.1132511212858027,-0.8211947182047403,0.0,26.113251121285803,25.69263817881071,25,25
642,-0.1752867291011988,0.9379643921846039,0.0,25.1752867291012,25.68918363148195,25,25
643,-0.6848692408740789,-0.50958251177288,0.0,25.68486924087408,25.68574631377987,25,25
644,0.1308383311846839,0.8157075720587628,0.0,24.869161668815316,25.68232613977135,25,25
645,-0.6767223590128033,-0.8075606901974872,0.0,25.676722359012803,25.678923023951867,25,25
646,0.20974043416569188,0.8864627931784952,0.0,24.790259565834308,25.67553688124334,25,25
647,-1.397137643086534,-1.606878077252226,0.0,26.397137643086534,25.672167626992028,25,25
648,-0.5083601631566417,0.8887774799298924,0.0,25.50836016315664,25.6688151769664,25,25
649,-0.5570815331673806,-0.04872137001073895,0.0,25.55708153316738,25.665479447355033,25,25
650,-0.13976964112062618,0.41731189204675445,0.0,25.139769641120626,25.66216035476451,25,25
651,-0.7178269098705989,-0.5780572687499728,0.0,25.7178269098706,25.658857816217342,25,25
652,-1.4014765200061028,-0.6836496101355038,0.0,26.401476520006103,25.655571749149892,25,25
653,-0.7933869978145438,0.608089522191559,0.0,25.793386997814544,25.65230207141032,25,25
654,-1.1606219912867388,-0.367234993472195,0.0,26.16062199128674,25.649048701256504,25,25
655,-0.7172567930627878,0.44336519822395104,0.0,25.717256793062788,25.645811557354026,25,25
656,-1.1875465426409342,-0.4702897495781464,0.0,26.187546542640934,25.642590558774117,25,25
657,-0.4744405712397821,0.7131059714011521,0.0,25.474440571239782,25.639385624991647,25,25
658,-0.05636328839774052,0.4180772828420416,0.0,25.05636328839774,25.6361966758831,25,25
659,0.027041990564391938,0.08340527896213246,0.0,24.972958009435608,25.633023631724587,25,25
660,-0.5515569999637258,-0.5785989905281177,0.0,25.551556999963726,25.629866413189838,25,25
661,-0.6316783966241992,-0.08012139666047347,0.0,25.6316783966242,25.626724941348222,25,25
662,-0.25770488132002,0.3739735153041792,0.0,25.25770488132002,25.623599137662783,25,25
663,-1.2457492651770927,-0.9880443838570727,0.0,26.245749265177093,25.620488923988265,25,25
664,0.3638104540217988,1.6095597191988915,0.0,24.6361895459782,25.617394222569164,25,25
665,-0.18946421088737253,-0.5532746649091713,0.0,25.189464210887373,25.61431495603778,25,25
666,0.07693862401705331,0.26640283490442584,0.0,24.923061375982947,25.611251047412296,25,25
667,-0.49746750347492963,-0.5744061274919829,0.0,25.49746750347493,25.608202420094834,25,25
668,-1.4507790393488946,-0.953311535873965,0.0,26.450779039348895,25.605168997869548,25,25
669,-0.6535768161149349,0.7972022232339597,0.0,25.653576816114935,25.60215070490073,25,25
670,-1.226198682223913,-0.5726218661089781,0.0,26.226198682223913,25.599147465730898,25,25
